"","sex","id","test","img","time","id_f","id_s","type","durata","p_sx","p_dx","v_sx","v_dx"
"365394","F","F243","t1","2a",8067,9,NA,"Fixation",667,2.42,2.33,0,0
"365395","F","F243","t1","2a",8084,9,NA,"Fixation",667,2.49,2.42,0,0
"365396","F","F243","t1","2a",8100,9,NA,"Fixation",667,2.48,2.45,0,0
"365397","F","F243","t1","2a",8117,9,NA,"Fixation",667,2.46,2.4,0,0
"365398","F","F249","t1","2a",5117,NA,1,"Saccade",167,3.03,2.71,0,0
"365399","F","F249","t1","2a",5133,NA,1,"Saccade",167,3.05,2.72,0,0
"365400","F","F249","t1","2a",5150,NA,NA,"Unclassified",17,3.1,NA,0,4
"365401","F","F249","t1","2a",5167,NA,2,"Saccade",17,3.07,2.87,0,0
"365402","F","F249","t1","2a",5183,NA,NA,"Unclassified",17,2.9,2.85,0,0
"365403","F","F249","t1","2a",5200,NA,3,"Saccade",33,NA,2.86,4,0
"365404","F","F249","t1","2a",5217,NA,3,"Saccade",33,2.96,2.95,0,0
"365405","F","F249","t1","2a",5233,NA,NA,"Unclassified",50,3.02,2.89,0,0
"365406","F","F249","t1","2a",5250,NA,NA,"Unclassified",50,3.19,2.98,0,0
"365407","F","F249","t1","2a",5267,NA,NA,"Unclassified",50,3,2.88,0,0
"365408","F","F249","t1","2a",5283,NA,4,"Saccade",33,2.88,2.79,0,0
"365409","F","F249","t1","2a",5300,NA,4,"Saccade",33,2.99,2.87,0,0
"365410","F","F249","t1","2a",5317,1,NA,"Fixation",100,2.89,2.86,0,0
"365411","F","F249","t1","2a",5333,1,NA,"Fixation",100,2.9,2.63,0,0
"365412","F","F249","t1","2a",5350,1,NA,"Fixation",100,2.87,2.93,0,0
"365413","F","F249","t1","2a",5367,1,NA,"Fixation",100,3.01,2.94,0,0
"365414","F","F249","t1","2a",5383,1,NA,"Fixation",100,2.97,2.83,0,0
"365415","F","F249","t1","2a",5400,1,NA,"Fixation",100,2.92,2.79,0,0
"365416","F","F249","t1","2a",5417,NA,5,"Saccade",17,3.05,2.71,0,0
"365417","F","F249","t1","2a",5433,NA,NA,"Unclassified",17,2.67,2.77,0,0
"365418","F","F249","t1","2a",5450,NA,6,"Saccade",133,2.87,2.85,0,0
"365419","F","F249","t1","2a",5467,NA,6,"Saccade",133,3.05,2.73,0,0
"365420","F","F249","t1","2a",5483,NA,6,"Saccade",133,2.97,2.67,0,0
"365421","F","F249","t1","2a",5500,NA,6,"Saccade",133,3.02,2.78,0,0
"365422","F","F249","t1","2a",5517,NA,6,"Saccade",133,3.02,2.81,0,0
"365423","F","F249","t1","2a",5533,NA,6,"Saccade",133,2.97,2.74,0,0
"365424","F","F249","t1","2a",5550,NA,6,"Saccade",133,3.15,2.83,0,0
"365425","F","F249","t1","2a",5567,NA,6,"Saccade",133,3.05,2.81,0,0
"365426","F","F249","t1","2a",5583,2,NA,"Fixation",67,3.03,2.79,0,0
"365427","F","F249","t1","2a",5600,2,NA,"Fixation",67,3.05,2.74,0,0
"365428","F","F249","t1","2a",5617,2,NA,"Fixation",67,3,2.85,0,0
"365429","F","F249","t1","2a",5633,2,NA,"Fixation",67,2.99,2.73,0,0
"365430","F","F249","t1","2a",5650,NA,7,"Saccade",183,2.98,2.79,0,0
"365431","F","F249","t1","2a",5667,NA,7,"Saccade",183,3.25,NA,0,4
"365432","F","F249","t1","2a",5683,NA,7,"Saccade",183,3.29,NA,0,4
"365433","F","F249","t1","2a",5700,NA,7,"Saccade",183,2.98,NA,0,4
"365434","F","F249","t1","2a",5717,NA,7,"Saccade",183,3.07,NA,0,4
"365435","F","F249","t1","2a",5733,NA,7,"Saccade",183,3.05,NA,0,4
"365436","F","F249","t1","2a",5750,NA,7,"Saccade",183,3.07,NA,0,4
"365437","F","F249","t1","2a",5767,NA,7,"Saccade",183,3.02,NA,0,4
"365438","F","F249","t1","2a",5783,NA,7,"Saccade",183,3.26,NA,0,4
"365439","F","F249","t1","2a",5800,NA,7,"Saccade",183,3.16,NA,0,4
"365440","F","F249","t1","2a",5817,NA,7,"Saccade",183,2.87,NA,0,4
"365441","F","F249","t1","2a",5833,NA,NA,"Unclassified",17,2.94,NA,0,4
"365442","F","F249","t1","2a",5850,NA,8,"Saccade",50,2.9,NA,0,4
"365443","F","F249","t1","2a",5867,NA,8,"Saccade",50,2.9,NA,0,4
"365444","F","F249","t1","2a",5883,NA,8,"Saccade",50,2.88,NA,0,4
"365445","F","F249","t1","2a",5900,NA,NA,"Unclassified",50,2.95,NA,0,4
"365446","F","F249","t1","2a",5917,NA,NA,"Unclassified",50,2.89,NA,0,4
"365447","F","F249","t1","2a",5933,NA,NA,"Unclassified",50,2.87,NA,0,4
"365448","F","F249","t1","2a",5950,NA,9,"Saccade",117,2.95,NA,0,4
"365449","F","F249","t1","2a",5967,NA,9,"Saccade",117,3.01,NA,0,4
"365450","F","F249","t1","2a",5983,NA,9,"Saccade",117,2.93,NA,0,4
"365451","F","F249","t1","2a",6000,NA,9,"Saccade",117,2.94,2.63,0,0
"365452","F","F249","t1","2a",6017,NA,9,"Saccade",117,2.84,2.79,0,0
"365453","F","F249","t1","2a",6034,NA,9,"Saccade",117,2.91,2.78,0,0
"365454","F","F249","t1","2a",6050,NA,9,"Saccade",117,2.98,2.7,0,0
"365455","F","F249","t1","2a",6067,NA,NA,"Unclassified",50,2.98,2.73,0,0
"365456","F","F249","t1","2a",6084,NA,NA,"Unclassified",50,2.87,2.74,0,0
"365457","F","F249","t1","2a",6101,NA,NA,"Unclassified",50,2.85,2.73,0,0
"365458","F","F249","t1","2a",6117,NA,10,"Saccade",17,2.91,2.67,0,0
"365459","F","F249","t1","2a",6134,NA,NA,"Unclassified",17,2.86,2.66,0,0
"365460","F","F249","t1","2a",6151,NA,11,"Saccade",117,2.89,2.7,0,0
"365461","F","F249","t1","2a",6167,NA,11,"Saccade",117,2.82,2.59,0,0
"365462","F","F249","t1","2a",6184,NA,11,"Saccade",117,2.98,2.59,0,0
"365463","F","F249","t1","2a",6201,NA,11,"Saccade",117,2.8,2.71,0,0
"365464","F","F249","t1","2a",6217,NA,11,"Saccade",117,2.89,2.65,0,0
"365465","F","F249","t1","2a",6234,NA,11,"Saccade",117,2.89,2.58,0,0
"365466","F","F249","t1","2a",6251,NA,11,"Saccade",117,2.87,2.66,0,0
"365467","F","F249","t1","2a",6267,NA,NA,"Unclassified",50,2.92,2.63,0,0
"365468","F","F249","t1","2a",6284,NA,NA,"Unclassified",50,2.88,2.67,0,0
"365469","F","F249","t1","2a",6301,NA,NA,"Unclassified",50,2.99,2.58,0,0
"365470","F","F249","t1","2a",6317,NA,12,"Saccade",100,2.98,NA,0,4
"365471","F","F249","t1","2a",6334,NA,12,"Saccade",100,2.71,2.58,0,0
"365472","F","F249","t1","2a",6351,NA,12,"Saccade",100,2.93,2.6,0,0
"365473","F","F249","t1","2a",6367,NA,12,"Saccade",100,2.83,2.72,0,0
"365474","F","F249","t1","2a",6384,NA,12,"Saccade",100,2.9,2.81,0,0
"365475","F","F249","t1","2a",6401,NA,12,"Saccade",100,2.93,2.76,0,0
"365476","F","F249","t1","2a",6417,NA,NA,"Unclassified",17,2.89,2.67,0,0
"365477","F","F249","t1","2a",6434,NA,13,"Saccade",150,2.59,2.75,0,0
"365478","F","F249","t1","2a",6451,NA,13,"Saccade",150,2.73,2.67,0,0
"365479","F","F249","t1","2a",6467,NA,13,"Saccade",150,2.85,2.73,0,0
"365480","F","F249","t1","2a",6484,NA,13,"Saccade",150,2.94,2.92,0,0
"365481","F","F249","t1","2a",6501,NA,13,"Saccade",150,2.94,2.74,0,0
"365482","F","F249","t1","2a",6517,NA,13,"Saccade",150,3.03,2.54,0,0
"365483","F","F249","t1","2a",6534,NA,13,"Saccade",150,2.88,2.64,0,0
"365484","F","F249","t1","2a",6551,NA,13,"Saccade",150,2.93,NA,0,4
"365485","F","F249","t1","2a",6567,NA,13,"Saccade",150,NA,2.74,4,0
"365486","F","F249","t1","2a",6584,3,NA,"Fixation",67,2.81,2.69,0,0
"365487","F","F249","t1","2a",6601,3,NA,"Fixation",67,3,2.76,0,0
"365488","F","F249","t1","2a",6617,3,NA,"Fixation",67,2.94,2.92,0,0
"365489","F","F249","t1","2a",6634,3,NA,"Fixation",67,2.91,NA,0,4
"365490","F","F249","t1","2a",6651,NA,14,"Saccade",300,2.99,2.68,0,0
"365491","F","F249","t1","2a",6667,NA,14,"Saccade",300,2.94,NA,0,4
"365492","F","F249","t1","2a",6684,NA,14,"Saccade",300,2.89,2.55,0,0
"365493","F","F249","t1","2a",6701,NA,14,"Saccade",300,2.87,NA,0,4
"365494","F","F249","t1","2a",6717,NA,14,"Saccade",300,2.91,NA,0,4
"365495","F","F249","t1","2a",6734,NA,14,"Saccade",300,2.82,2.23,0,0
"365496","F","F249","t1","2a",6751,NA,14,"Saccade",300,2.92,2.7,0,0
"365497","F","F249","t1","2a",6767,NA,14,"Saccade",300,2.79,2.75,0,0
"365498","F","F249","t1","2a",6784,NA,14,"Saccade",300,2.89,2.96,0,0
"365499","F","F249","t1","2a",6801,NA,14,"Saccade",300,NA,2.59,4,0
"365500","F","F249","t1","2a",6817,NA,14,"Saccade",300,2.94,2.71,0,0
"365501","F","F249","t1","2a",6834,NA,14,"Saccade",300,2.86,2.64,0,0
"365502","F","F249","t1","2a",6851,NA,14,"Saccade",300,2.66,2.55,0,0
"365503","F","F249","t1","2a",6867,NA,14,"Saccade",300,3.03,2.61,0,0
"365504","F","F249","t1","2a",6884,NA,14,"Saccade",300,2.88,2.73,0,0
"365505","F","F249","t1","2a",6901,NA,14,"Saccade",300,2.84,2.69,0,0
"365506","F","F249","t1","2a",6917,NA,14,"Saccade",300,2.84,2.74,0,0
"365507","F","F249","t1","2a",6934,NA,14,"Saccade",300,2.76,2.67,0,0
"365508","F","F249","t1","2a",6951,4,NA,"Fixation",300,2.74,2.74,0,0
"365509","F","F249","t1","2a",6967,4,NA,"Fixation",300,2.72,2.76,0,0
"365510","F","F249","t1","2a",6984,4,NA,"Fixation",300,2.74,2.72,0,0
"365511","F","F249","t1","2a",7001,4,NA,"Fixation",300,2.83,2.76,0,0
"365512","F","F249","t1","2a",7017,4,NA,"Fixation",300,2.7,2.74,0,0
"365513","F","F249","t1","2a",7034,4,NA,"Fixation",300,2.75,2.75,0,0
"365514","F","F249","t1","2a",7051,4,NA,"Fixation",300,2.8,2.77,0,0
"365515","F","F249","t1","2a",7067,4,NA,"Fixation",300,2.86,2.75,0,0
"365516","F","F249","t1","2a",7084,4,NA,"Fixation",300,2.86,2.74,0,0
"365517","F","F249","t1","2a",7101,4,NA,"Fixation",300,2.81,2.7,0,0
"365518","F","F249","t1","2a",7117,4,NA,"Fixation",300,2.8,2.78,0,0
"365519","F","F249","t1","2a",7134,4,NA,"Fixation",300,2.79,2.72,0,0
"365520","F","F249","t1","2a",7151,4,NA,"Fixation",300,2.82,2.76,0,0
"365521","F","F249","t1","2a",7167,4,NA,"Fixation",300,2.89,2.71,0,0
"365522","F","F249","t1","2a",7184,4,NA,"Fixation",300,2.79,2.83,0,0
"365523","F","F249","t1","2a",7201,4,NA,"Fixation",300,2.9,2.71,0,0
"365524","F","F249","t1","2a",7217,4,NA,"Fixation",300,2.85,2.66,0,0
"365525","F","F249","t1","2a",7234,4,NA,"Fixation",300,2.76,2.73,0,0
"365526","F","F249","t1","2a",7251,NA,15,"Saccade",217,2.79,2.78,0,0
"365527","F","F249","t1","2a",7267,NA,15,"Saccade",217,2.7,NA,0,4
"365528","F","F249","t1","2a",7284,NA,15,"Saccade",217,2.77,NA,0,4
"365529","F","F249","t1","2a",7301,NA,15,"Saccade",217,2.81,NA,0,4
"365530","F","F249","t1","2a",7317,NA,15,"Saccade",217,2.78,NA,0,4
"365531","F","F249","t1","2a",7334,NA,15,"Saccade",217,2.7,NA,0,4
"365532","F","F249","t1","2a",7351,NA,15,"Saccade",217,2.91,NA,0,4
"365533","F","F249","t1","2a",7367,NA,15,"Saccade",217,2.66,NA,0,4
"365534","F","F249","t1","2a",7384,NA,15,"Saccade",217,2.86,NA,0,4
"365535","F","F249","t1","2a",7401,NA,15,"Saccade",217,2.73,NA,0,4
"365536","F","F249","t1","2a",7417,NA,15,"Saccade",217,2.73,NA,0,4
"365537","F","F249","t1","2a",7434,NA,15,"Saccade",217,2.66,NA,0,4
"365538","F","F249","t1","2a",7451,NA,15,"Saccade",217,2.79,NA,0,4
"365539","F","F249","t1","2a",7467,NA,NA,"Unclassified",17,2.77,NA,0,4
"365540","F","F249","t1","2a",7484,NA,16,"Saccade",33,2.81,2.67,0,0
"365541","F","F249","t1","2a",7501,NA,16,"Saccade",33,2.73,2.67,0,0
"365542","F","F249","t1","2a",7517,NA,NA,"Unclassified",17,2.73,2.6,0,0
"365543","F","F249","t1","2a",7534,NA,17,"Saccade",33,2.79,2.55,0,0
"365544","F","F249","t1","2a",7551,NA,17,"Saccade",33,2.76,2.58,0,0
"365545","F","F249","t1","2a",7567,5,NA,"Fixation",167,2.8,2.57,0,0
"365546","F","F249","t1","2a",7584,5,NA,"Fixation",167,2.8,2.55,0,0
"365547","F","F249","t1","2a",7601,5,NA,"Fixation",167,2.63,2.51,0,0
"365548","F","F249","t1","2a",7617,5,NA,"Fixation",167,2.81,2.62,0,0
"365549","F","F249","t1","2a",7634,5,NA,"Fixation",167,2.72,2.51,0,0
"365550","F","F249","t1","2a",7651,5,NA,"Fixation",167,2.73,2.6,0,0
"365551","F","F249","t1","2a",7667,5,NA,"Fixation",167,2.74,2.62,0,0
"365552","F","F249","t1","2a",7684,5,NA,"Fixation",167,NA,2.55,4,0
"365553","F","F249","t1","2a",7701,5,NA,"Fixation",167,2.55,2.62,0,0
"365554","F","F249","t1","2a",7717,5,NA,"Fixation",167,2.69,2.51,0,0
"365555","F","F249","t1","2a",7734,NA,18,"Saccade",33,2.64,2.65,0,0
"365556","F","F249","t1","2a",7751,NA,18,"Saccade",33,2.66,2.67,0,0
"365557","F","F249","t1","2a",7767,6,NA,"Fixation",117,2.7,2.61,0,0
"365558","F","F249","t1","2a",7784,6,NA,"Fixation",117,2.67,2.67,0,0
"365559","F","F249","t1","2a",7801,6,NA,"Fixation",117,2.71,2.59,0,0
"365560","F","F249","t1","2a",7817,6,NA,"Fixation",117,2.75,2.54,0,0
"365561","F","F249","t1","2a",7834,6,NA,"Fixation",117,2.65,2.66,0,0
"365562","F","F249","t1","2a",7851,6,NA,"Fixation",117,2.7,2.57,0,0
"365563","F","F249","t1","2a",7868,6,NA,"Fixation",117,2.67,2.6,0,0
"365564","F","F249","t1","2a",7884,NA,19,"Saccade",83,2.76,2.55,0,0
"365565","F","F249","t1","2a",7901,NA,19,"Saccade",83,2.51,2.59,0,0
"365566","F","F249","t1","2a",7918,NA,19,"Saccade",83,2.67,2.62,0,0
"365567","F","F249","t1","2a",7934,NA,19,"Saccade",83,2.73,2.63,0,0
"365568","F","F249","t1","2a",7951,NA,19,"Saccade",83,2.75,2.53,0,0
"365569","F","F249","t1","2a",7968,7,NA,"Fixation",250,2.71,2.57,0,0
"365570","F","F249","t1","2a",7984,7,NA,"Fixation",250,2.75,2.5,0,0
"365571","F","F249","t1","2a",8001,7,NA,"Fixation",250,2.73,2.52,0,0
"365572","F","F249","t1","2a",8018,7,NA,"Fixation",250,2.64,2.61,0,0
"365573","F","F249","t1","2a",8034,7,NA,"Fixation",250,2.66,2.58,0,0
"365574","F","F249","t1","2a",8051,7,NA,"Fixation",250,2.69,2.53,0,0
"365575","F","F249","t1","2a",8068,7,NA,"Fixation",250,2.69,2.52,0,0
"365576","F","F249","t1","2a",8084,7,NA,"Fixation",250,2.76,2.66,0,0
"365577","F","F249","t1","2a",8101,7,NA,"Fixation",250,2.7,2.55,0,0
"365578","F","F249","t1","2a",8117,7,NA,"Fixation",250,2.82,2.6,0,0
"365579","F","F257","t1","2a",5109,NA,1,"Saccade",150,2.48,2.17,0,0
"365580","F","F257","t1","2a",5126,NA,1,"Saccade",150,2.45,NA,0,4
"365581","F","F257","t1","2a",5143,NA,1,"Saccade",150,2.2,2.1,0,0
"365582","F","F257","t1","2a",5159,NA,1,"Saccade",150,2.4,NA,0,4
"365583","F","F257","t1","2a",5176,NA,1,"Saccade",150,2.28,2.48,0,0
"365584","F","F257","t1","2a",5193,NA,1,"Saccade",150,2.5,NA,0,4
"365585","F","F257","t1","2a",5209,NA,NA,"Unclassified",17,2.55,2.23,0,0
"365586","F","F257","t1","2a",5226,NA,2,"Saccade",50,2.57,2.26,0,0
"365587","F","F257","t1","2a",5243,NA,2,"Saccade",50,2.29,2,0,0
"365588","F","F257","t1","2a",5259,NA,2,"Saccade",50,2.49,NA,0,4
"365589","F","F257","t1","2a",5276,NA,NA,"Unclassified",50,2.42,NA,0,4
"365590","F","F257","t1","2a",5293,NA,NA,"Unclassified",50,2.42,NA,0,4
"365591","F","F257","t1","2a",5309,NA,NA,"Unclassified",50,2.41,1.79,0,0
"365592","F","F257","t1","2a",5326,NA,3,"Saccade",50,2.37,NA,0,4
"365593","F","F257","t1","2a",5343,NA,3,"Saccade",50,2.42,2.18,0,0
"365594","F","F257","t1","2a",5359,NA,3,"Saccade",50,2.44,2.42,0,0
"365595","F","F257","t1","2a",5376,NA,NA,"Unclassified",17,2.46,NA,0,4
"365596","F","F257","t1","2a",5393,NA,4,"Saccade",17,2.46,NA,0,4
"365597","F","F257","t1","2a",5410,NA,NA,"Unclassified",17,2.55,2.11,0,0
"365598","F","F257","t1","2a",5426,NA,5,"Saccade",17,2.45,NA,0,4
"365599","F","F257","t1","2a",5443,NA,NA,"Unclassified",17,NA,2.16,4,0
"365600","F","F257","t1","2a",5460,NA,6,"Saccade",67,2.53,2.04,0,0
"365601","F","F257","t1","2a",5476,NA,6,"Saccade",67,2.26,NA,0,4
"365602","F","F257","t1","2a",5493,NA,6,"Saccade",67,2.41,2.14,0,0
"365603","F","F257","t1","2a",5509,NA,6,"Saccade",67,2.36,2.25,0,0
"365604","F","F257","t1","2a",5526,1,NA,"Fixation",183,2.34,2.2,0,0
"365605","F","F257","t1","2a",5543,1,NA,"Fixation",183,2.32,2.27,0,0
"365606","F","F257","t1","2a",5559,1,NA,"Fixation",183,2.46,2.13,0,0
"365607","F","F257","t1","2a",5576,1,NA,"Fixation",183,2.32,2.3,0,0
"365608","F","F257","t1","2a",5593,1,NA,"Fixation",183,2.42,2.23,0,0
"365609","F","F257","t1","2a",5609,1,NA,"Fixation",183,2.36,2.19,0,0
"365610","F","F257","t1","2a",5626,1,NA,"Fixation",183,2.34,2.18,0,0
"365611","F","F257","t1","2a",5643,1,NA,"Fixation",183,2.46,2.22,0,0
"365612","F","F257","t1","2a",5659,1,NA,"Fixation",183,2.39,2.19,0,0
"365613","F","F257","t1","2a",5676,1,NA,"Fixation",183,2.39,2.25,0,0
"365614","F","F257","t1","2a",5693,1,NA,"Fixation",183,2.34,2.3,0,0
"365615","F","F257","t1","2a",5709,NA,7,"Saccade",50,2.38,2.2,0,0
"365616","F","F257","t1","2a",5726,NA,7,"Saccade",50,NA,2.23,4,0
"365617","F","F257","t1","2a",5743,NA,7,"Saccade",50,NA,2.26,4,0
"365618","F","F257","t1","2a",5759,NA,NA,"Unclassified",17,NA,2.19,4,0
"365619","F","F257","t1","2a",5776,NA,8,"Saccade",67,NA,2.25,4,0
"365620","F","F257","t1","2a",5793,NA,8,"Saccade",67,NA,2.31,4,0
"365621","F","F257","t1","2a",5809,NA,8,"Saccade",67,NA,2.22,4,0
"365622","F","F257","t1","2a",5826,NA,8,"Saccade",67,NA,2.25,4,0
"365623","F","F257","t1","2a",5843,NA,NA,"Unclassified",17,NA,2.27,4,0
"365624","F","F257","t1","2a",5859,NA,9,"Saccade",50,2.31,2.29,0,0
"365625","F","F257","t1","2a",5876,NA,9,"Saccade",50,2.4,2.5,0,0
"365626","F","F257","t1","2a",5893,NA,9,"Saccade",50,2.44,2.35,0,0
"365627","F","F257","t1","2a",5910,NA,NA,"Unclassified",17,2.35,2.31,0,0
"365628","F","F257","t1","2a",5926,NA,10,"Saccade",33,2.38,2.37,0,0
"365629","F","F257","t1","2a",5943,NA,10,"Saccade",33,2.33,2.35,0,0
"365630","F","F257","t1","2a",5960,2,NA,"Fixation",133,2.38,2.27,0,0
"365631","F","F257","t1","2a",5976,2,NA,"Fixation",133,2.4,2.4,0,0
"365632","F","F257","t1","2a",5993,2,NA,"Fixation",133,2.46,2.3,0,0
"365633","F","F257","t1","2a",6010,2,NA,"Fixation",133,2.35,2.34,0,0
"365634","F","F257","t1","2a",6026,2,NA,"Fixation",133,2.41,2.3,0,0
"365635","F","F257","t1","2a",6043,2,NA,"Fixation",133,2.37,2.24,0,0
"365636","F","F257","t1","2a",6060,2,NA,"Fixation",133,2.43,2.27,0,0
"365637","F","F257","t1","2a",6076,2,NA,"Fixation",133,2.34,2.32,0,0
"365638","F","F257","t1","2a",6093,NA,11,"Saccade",100,2.44,2.32,0,0
"365639","F","F257","t1","2a",6110,NA,11,"Saccade",100,2.37,2.31,0,0
"365640","F","F257","t1","2a",6126,NA,11,"Saccade",100,2.4,2.31,0,0
"365641","F","F257","t1","2a",6143,NA,11,"Saccade",100,2.36,2.2,0,0
"365642","F","F257","t1","2a",6160,NA,11,"Saccade",100,2.46,2.49,0,0
"365643","F","F257","t1","2a",6176,NA,11,"Saccade",100,2.38,2.3,0,0
"365644","F","F257","t1","2a",6193,3,NA,"Fixation",233,2.51,2.26,0,0
"365645","F","F257","t1","2a",6210,3,NA,"Fixation",233,2.31,2.41,0,0
"365646","F","F257","t1","2a",6226,3,NA,"Fixation",233,2.4,2.14,0,0
"365647","F","F257","t1","2a",6243,3,NA,"Fixation",233,2.35,2.45,0,0
"365648","F","F257","t1","2a",6260,3,NA,"Fixation",233,2.32,2.38,0,0
"365649","F","F257","t1","2a",6276,3,NA,"Fixation",233,2.48,2.31,0,0
"365650","F","F257","t1","2a",6293,3,NA,"Fixation",233,2.4,2.34,0,0
"365651","F","F257","t1","2a",6310,3,NA,"Fixation",233,2.42,2.34,0,0
"365652","F","F257","t1","2a",6326,3,NA,"Fixation",233,2.35,2.32,0,0
"365653","F","F257","t1","2a",6343,3,NA,"Fixation",233,2.45,2.4,0,0
"365654","F","F257","t1","2a",6360,3,NA,"Fixation",233,2.46,2.33,0,0
"365655","F","F257","t1","2a",6376,3,NA,"Fixation",233,2.47,2.26,0,0
"365656","F","F257","t1","2a",6393,3,NA,"Fixation",233,2.42,2.32,0,0
"365657","F","F257","t1","2a",6410,3,NA,"Fixation",233,2.42,2.38,0,0
"365658","F","F257","t1","2a",6426,NA,12,"Saccade",67,2.36,2.25,0,0
"365659","F","F257","t1","2a",6443,NA,12,"Saccade",67,2.46,2.51,0,0
"365660","F","F257","t1","2a",6460,NA,12,"Saccade",67,2.43,2.35,0,0
"365661","F","F257","t1","2a",6476,NA,12,"Saccade",67,2.56,2.41,0,0
"365662","F","F257","t1","2a",6493,4,NA,"Fixation",417,2.48,2.35,0,0
"365663","F","F257","t1","2a",6510,4,NA,"Fixation",417,2.41,2.32,0,0
"365664","F","F257","t1","2a",6526,4,NA,"Fixation",417,2.5,2.45,0,0
"365665","F","F257","t1","2a",6543,4,NA,"Fixation",417,2.39,2.33,0,0
"365666","F","F257","t1","2a",6560,4,NA,"Fixation",417,NA,2.37,4,0
"365667","F","F257","t1","2a",6576,4,NA,"Fixation",417,2.46,2.42,0,0
"365668","F","F257","t1","2a",6593,4,NA,"Fixation",417,2.52,2.47,0,0
"365669","F","F257","t1","2a",6610,4,NA,"Fixation",417,2.49,2.32,0,0
"365670","F","F257","t1","2a",6626,4,NA,"Fixation",417,2.47,2.43,0,0
"365671","F","F257","t1","2a",6643,4,NA,"Fixation",417,2.41,2.4,0,0
"365672","F","F257","t1","2a",6660,4,NA,"Fixation",417,2.44,2.42,0,0
"365673","F","F257","t1","2a",6676,4,NA,"Fixation",417,2.5,2.48,0,0
"365674","F","F257","t1","2a",6693,4,NA,"Fixation",417,2.55,2.5,0,0
"365675","F","F257","t1","2a",6709,4,NA,"Fixation",417,2.47,2.39,0,0
"365676","F","F257","t1","2a",6726,4,NA,"Fixation",417,2.57,2.46,0,0
"365677","F","F257","t1","2a",6743,4,NA,"Fixation",417,2.55,2.43,0,0
"365678","F","F257","t1","2a",6760,4,NA,"Fixation",417,2.55,2.41,0,0
"365679","F","F257","t1","2a",6776,4,NA,"Fixation",417,2.56,2.49,0,0
"365680","F","F257","t1","2a",6793,4,NA,"Fixation",417,2.5,2.44,0,0
"365681","F","F257","t1","2a",6810,4,NA,"Fixation",417,2.57,2.43,0,0
"365682","F","F257","t1","2a",6826,4,NA,"Fixation",417,2.66,2.41,0,0
"365683","F","F257","t1","2a",6843,4,NA,"Fixation",417,2.53,2.38,0,0
"365684","F","F257","t1","2a",6860,4,NA,"Fixation",417,2.56,2.49,0,0
"365685","F","F257","t1","2a",6876,4,NA,"Fixation",417,2.54,2.5,0,0
"365686","F","F257","t1","2a",6893,4,NA,"Fixation",417,2.56,2.53,0,0
"365687","F","F257","t1","2a",6910,NA,13,"Saccade",67,2.53,2.44,0,0
"365688","F","F257","t1","2a",6926,NA,13,"Saccade",67,2.58,2.46,0,0
"365689","F","F257","t1","2a",6943,NA,13,"Saccade",67,2.61,2.48,0,0
"365690","F","F257","t1","2a",6960,NA,13,"Saccade",67,2.52,2.45,0,0
"365691","F","F257","t1","2a",6976,5,NA,"Fixation",183,2.59,2.4,0,0
"365692","F","F257","t1","2a",6993,5,NA,"Fixation",183,2.51,2.55,0,0
"365693","F","F257","t1","2a",7010,5,NA,"Fixation",183,2.55,2.69,0,0
"365694","F","F257","t1","2a",7026,5,NA,"Fixation",183,2.52,2.43,0,0
"365695","F","F257","t1","2a",7043,5,NA,"Fixation",183,2.53,2.48,0,0
"365696","F","F257","t1","2a",7060,5,NA,"Fixation",183,2.51,2.51,0,0
"365697","F","F257","t1","2a",7076,5,NA,"Fixation",183,2.54,2.55,0,0
"365698","F","F257","t1","2a",7093,5,NA,"Fixation",183,2.53,2.48,0,0
"365699","F","F257","t1","2a",7110,5,NA,"Fixation",183,2.5,2.57,0,0
"365700","F","F257","t1","2a",7126,5,NA,"Fixation",183,2.55,2.39,0,0
"365701","F","F257","t1","2a",7143,5,NA,"Fixation",183,2.56,2.52,0,0
"365702","F","F257","t1","2a",7160,NA,14,"Saccade",133,2.47,2.56,0,0
"365703","F","F257","t1","2a",7176,NA,14,"Saccade",133,2.52,2.38,0,0
"365704","F","F257","t1","2a",7193,NA,14,"Saccade",133,2.54,2.43,0,0
"365705","F","F257","t1","2a",7210,NA,14,"Saccade",133,2.51,2.46,0,0
"365706","F","F257","t1","2a",7226,NA,14,"Saccade",133,2.52,2.45,0,0
"365707","F","F257","t1","2a",7243,NA,14,"Saccade",133,2.49,2.39,0,0
"365708","F","F257","t1","2a",7260,NA,14,"Saccade",133,2.49,2.44,0,0
"365709","F","F257","t1","2a",7276,NA,14,"Saccade",133,2.55,2.49,0,0
"365710","F","F257","t1","2a",7293,6,NA,"Fixation",100,2.58,2.45,0,0
"365711","F","F257","t1","2a",7310,6,NA,"Fixation",100,2.53,2.45,0,0
"365712","F","F257","t1","2a",7326,6,NA,"Fixation",100,2.4,2.41,0,0
"365713","F","F257","t1","2a",7343,6,NA,"Fixation",100,2.54,2.46,0,0
"365714","F","F257","t1","2a",7360,6,NA,"Fixation",100,2.44,2.42,0,0
"365715","F","F257","t1","2a",7376,6,NA,"Fixation",100,2.43,2.39,0,0
"365716","F","F257","t1","2a",7393,NA,15,"Saccade",17,2.54,2.37,0,0
"365717","F","F257","t1","2a",7410,7,NA,"Fixation",667,2.54,2.42,0,0
