"","sex","id","test","img","time","id_f","id_s","type","durata","p_sx","p_dx","v_sx","v_dx"
"352569","F","F245","t1","Intro",0,1,NA,"Fixation",1217,2.59,2.57,0,0
"352570","F","F245","t1","Intro",17,1,NA,"Fixation",1217,2.53,2.65,0,0
"352571","F","F245","t1","Intro",34,1,NA,"Fixation",1217,2.54,2.62,0,0
"352572","F","F245","t1","Intro",50,1,NA,"Fixation",1217,2.5,2.61,0,0
"352573","F","F245","t1","Intro",67,1,NA,"Fixation",1217,2.52,2.64,0,0
"352574","F","F245","t1","Intro",84,1,NA,"Fixation",1217,2.48,2.65,0,0
"352575","F","F245","t1","Intro",100,1,NA,"Fixation",1217,2.51,2.61,0,0
"352576","F","F245","t1","Intro",117,1,NA,"Fixation",1217,2.52,2.62,0,0
"352577","F","F245","t1","Intro",134,1,NA,"Fixation",1217,2.52,2.63,0,0
"352578","F","F245","t1","Intro",150,1,NA,"Fixation",1217,2.52,2.65,0,0
"352579","F","F245","t1","Intro",167,1,NA,"Fixation",1217,2.51,2.66,0,0
"352580","F","F245","t1","Intro",184,1,NA,"Fixation",1217,2.54,2.61,0,0
"352581","F","F245","t1","Intro",200,1,NA,"Fixation",1217,2.56,2.63,0,0
"352582","F","F245","t1","Intro",217,1,NA,"Fixation",1217,2.54,2.68,0,0
"352583","F","F245","t1","Intro",234,1,NA,"Fixation",1217,2.53,2.68,0,0
"352584","F","F245","t1","Intro",250,NA,1,"Saccade",17,2.56,2.68,0,0
"352585","F","F245","t1","Intro",267,2,NA,"Fixation",167,2.59,2.7,0,0
"352586","F","F245","t1","Intro",284,2,NA,"Fixation",167,2.56,2.7,0,0
"352587","F","F245","t1","Intro",300,2,NA,"Fixation",167,2.58,2.7,0,0
"352588","F","F245","t1","Intro",317,2,NA,"Fixation",167,2.59,2.7,0,0
"352589","F","F245","t1","Intro",334,2,NA,"Fixation",167,2.48,2.65,0,0
"352590","F","F245","t1","Intro",350,2,NA,"Fixation",167,2.57,2.69,0,0
"352591","F","F245","t1","Intro",367,2,NA,"Fixation",167,2.61,2.65,0,0
"352592","F","F245","t1","Intro",384,2,NA,"Fixation",167,2.59,2.67,0,0
"352593","F","F245","t1","Intro",400,2,NA,"Fixation",167,2.59,2.69,0,0
"352594","F","F245","t1","Intro",417,2,NA,"Fixation",167,2.59,2.7,0,0
"352595","F","F245","t1","Intro",434,NA,2,"Saccade",17,2.57,2.73,0,0
"352596","F","F245","t1","Intro",450,3,NA,"Fixation",283,2.61,2.72,0,0
"352597","F","F245","t1","Intro",467,3,NA,"Fixation",283,2.57,2.71,0,0
"352598","F","F245","t1","Intro",484,3,NA,"Fixation",283,2.59,2.71,0,0
"352599","F","F245","t1","Intro",500,3,NA,"Fixation",283,2.59,2.71,0,0
"352600","F","F245","t1","Intro",517,3,NA,"Fixation",283,2.61,2.7,0,0
"352601","F","F245","t1","Intro",534,3,NA,"Fixation",283,2.59,2.7,0,0
"352602","F","F245","t1","Intro",550,3,NA,"Fixation",283,2.6,2.72,0,0
"352603","F","F245","t1","Intro",567,3,NA,"Fixation",283,2.59,NA,0,4
"352604","F","F245","t1","Intro",584,3,NA,"Fixation",283,2.6,2.7,0,0
"352605","F","F245","t1","Intro",600,3,NA,"Fixation",283,2.59,2.72,0,0
"352606","F","F245","t1","Intro",617,3,NA,"Fixation",283,2.63,2.74,0,0
"352607","F","F245","t1","Intro",634,3,NA,"Fixation",283,2.59,2.74,0,0
"352608","F","F245","t1","Intro",650,3,NA,"Fixation",283,2.62,2.7,0,0
"352609","F","F245","t1","Intro",667,3,NA,"Fixation",283,2.56,2.69,0,0
"352610","F","F245","t1","Intro",684,3,NA,"Fixation",283,2.54,2.68,0,0
"352611","F","F245","t1","Intro",700,3,NA,"Fixation",283,2.55,2.67,0,0
"352612","F","F245","t1","Intro",717,3,NA,"Fixation",283,2.52,2.7,0,0
"352613","F","F245","t1","Intro",734,NA,3,"Saccade",67,2.51,2.7,0,0
"352614","F","F245","t1","Intro",750,NA,3,"Saccade",67,2.57,2.66,0,0
"352615","F","F245","t1","Intro",767,NA,3,"Saccade",67,2.51,2.75,0,0
"352616","F","F245","t1","Intro",784,NA,3,"Saccade",67,2.5,2.66,0,0
"352617","F","F245","t1","Intro",800,4,NA,"Fixation",84,2.51,2.65,0,0
"352618","F","F245","t1","Intro",817,4,NA,"Fixation",84,2.49,2.65,0,0
"352619","F","F245","t1","Intro",834,4,NA,"Fixation",84,2.52,2.64,0,0
"352620","F","F245","t1","Intro",850,4,NA,"Fixation",84,2.52,2.65,0,0
"352621","F","F245","t1","Intro",867,4,NA,"Fixation",84,2.63,2.65,0,0
"352622","F","F245","t1","Intro",884,NA,4,"Saccade",84,2.58,2.69,0,0
"352623","F","F245","t1","Intro",901,NA,4,"Saccade",84,2.57,2.7,0,0
"352624","F","F245","t1","Intro",917,NA,4,"Saccade",84,2.53,2.65,0,0
"352625","F","F245","t1","Intro",934,NA,4,"Saccade",84,2.53,2.77,0,0
"352626","F","F245","t1","Intro",951,NA,4,"Saccade",84,2.56,2.65,0,0
"352627","F","F245","t1","Intro",968,5,NA,"Fixation",250,2.53,2.69,0,0
"352628","F","F245","t1","Intro",984,5,NA,"Fixation",250,2.62,2.7,0,0
"352629","F","F245","t1","Intro",1001,5,NA,"Fixation",250,2.59,2.68,0,0
"352630","F","F245","t1","Intro",1018,5,NA,"Fixation",250,2.64,2.75,0,0
"352631","F","F245","t1","Intro",1034,5,NA,"Fixation",250,2.54,2.69,0,0
"352632","F","F245","t1","Intro",1051,5,NA,"Fixation",250,2.54,2.73,0,0
"352633","F","F245","t1","Intro",1068,5,NA,"Fixation",250,2.62,NA,0,4
"352634","F","F245","t1","Intro",1084,5,NA,"Fixation",250,2.54,2.72,0,0
"352635","F","F245","t1","Intro",1101,5,NA,"Fixation",250,2.6,2.72,0,0
"352636","F","F245","t1","Intro",1118,5,NA,"Fixation",250,2.61,2.7,0,0
"352637","F","F245","t1","Intro",1134,5,NA,"Fixation",250,2.59,2.74,0,0
"352638","F","F245","t1","Intro",1151,5,NA,"Fixation",250,2.6,2.75,0,0
"352639","F","F245","t1","Intro",1168,5,NA,"Fixation",250,2.63,2.78,0,0
"352640","F","F245","t1","Intro",1184,5,NA,"Fixation",250,2.56,2.73,0,0
"352641","F","F245","t1","Intro",1201,5,NA,"Fixation",250,2.61,2.7,0,0
"352642","F","F245","t1","Intro",1218,NA,5,"Saccade",17,2.63,2.75,0,0
"352643","F","F245","t1","Intro",1234,6,NA,"Fixation",67,2.59,2.73,0,0
"352644","F","F245","t1","Intro",1251,6,NA,"Fixation",67,2.6,2.76,0,0
"352645","F","F245","t1","Intro",1268,6,NA,"Fixation",67,2.54,2.84,0,0
"352646","F","F245","t1","Intro",1284,6,NA,"Fixation",67,2.56,2.77,0,0
"352647","F","F245","t1","Intro",1301,NA,6,"Saccade",67,2.51,2.75,0,0
"352648","F","F245","t1","Intro",1318,NA,6,"Saccade",67,2.56,2.76,0,0
"352649","F","F245","t1","Intro",1334,NA,6,"Saccade",67,2.58,2.77,0,0
"352650","F","F245","t1","Intro",1351,NA,6,"Saccade",67,2.58,2.7,0,0
"352651","F","F245","t1","Intro",1368,7,NA,"Fixation",167,2.51,2.81,0,0
"352652","F","F245","t1","Intro",1384,7,NA,"Fixation",167,2.53,2.72,0,0
"352653","F","F245","t1","Intro",1401,7,NA,"Fixation",167,2.6,2.7,0,0
"352654","F","F245","t1","Intro",1418,7,NA,"Fixation",167,2.57,2.72,0,0
"352655","F","F245","t1","Intro",1434,7,NA,"Fixation",167,2.59,2.65,0,0
"352656","F","F245","t1","Intro",1451,7,NA,"Fixation",167,2.57,2.73,0,0
"352657","F","F245","t1","Intro",1468,7,NA,"Fixation",167,2.6,2.75,0,0
"352658","F","F245","t1","Intro",1484,7,NA,"Fixation",167,2.57,2.75,0,0
"352659","F","F245","t1","Intro",1501,7,NA,"Fixation",167,2.52,2.72,0,0
"352660","F","F245","t1","Intro",1518,7,NA,"Fixation",167,2.6,2.76,0,0
"352661","F","F245","t1","Intro",1534,NA,7,"Saccade",17,2.57,2.73,0,0
"352662","F","F245","t1","Intro",1551,8,NA,"Fixation",550,2.59,2.74,0,0
"352663","F","F245","t1","Intro",1568,8,NA,"Fixation",550,2.54,2.77,0,0
"352664","F","F245","t1","Intro",1584,8,NA,"Fixation",550,2.64,2.76,0,0
"352665","F","F245","t1","Intro",1601,8,NA,"Fixation",550,2.69,2.81,0,0
"352666","F","F245","t1","Intro",1618,8,NA,"Fixation",550,2.68,2.83,0,0
"352667","F","F245","t1","Intro",1634,8,NA,"Fixation",550,2.66,2.79,0,0
"352668","F","F245","t1","Intro",1651,8,NA,"Fixation",550,2.68,2.88,0,0
"352669","F","F245","t1","Intro",1668,8,NA,"Fixation",550,2.62,2.76,0,0
"352670","F","F245","t1","Intro",1684,8,NA,"Fixation",550,2.69,2.8,0,0
"352671","F","F245","t1","Intro",1701,8,NA,"Fixation",550,2.67,2.82,0,0
"352672","F","F245","t1","Intro",1718,8,NA,"Fixation",550,2.7,2.77,0,0
"352673","F","F245","t1","Intro",1734,8,NA,"Fixation",550,2.68,2.86,0,0
"352674","F","F245","t1","Intro",1751,8,NA,"Fixation",550,2.67,2.81,0,0
"352675","F","F245","t1","Intro",1768,8,NA,"Fixation",550,2.67,2.9,0,0
"352676","F","F245","t1","Intro",1784,8,NA,"Fixation",550,2.64,2.8,0,0
"352677","F","F245","t1","Intro",1801,8,NA,"Fixation",550,2.64,2.77,0,0
"352678","F","F245","t1","Intro",1818,8,NA,"Fixation",550,2.71,2.8,0,0
"352679","F","F245","t1","Intro",1834,8,NA,"Fixation",550,2.64,2.83,0,0
"352680","F","F245","t1","Intro",1851,8,NA,"Fixation",550,2.66,2.78,0,0
"352681","F","F245","t1","Intro",1868,8,NA,"Fixation",550,2.6,2.82,0,0
"352682","F","F245","t1","Intro",1884,8,NA,"Fixation",550,2.69,2.77,0,0
"352683","F","F245","t1","Intro",1901,8,NA,"Fixation",550,2.63,2.76,0,0
"352684","F","F245","t1","Intro",1918,8,NA,"Fixation",550,2.65,2.77,0,0
"352685","F","F245","t1","Intro",1934,8,NA,"Fixation",550,2.63,2.79,0,0
"352686","F","F245","t1","Intro",1951,8,NA,"Fixation",550,2.67,2.79,0,0
"352687","F","F245","t1","Intro",1968,8,NA,"Fixation",550,2.64,2.8,0,0
"352688","F","F245","t1","Intro",1984,8,NA,"Fixation",550,2.63,2.82,0,0
"352689","F","F245","t1","Intro",2001,8,NA,"Fixation",550,2.62,2.78,0,0
"352690","F","F245","t1","Intro",2018,8,NA,"Fixation",550,2.6,2.79,0,0
"352691","F","F245","t1","Intro",2034,8,NA,"Fixation",550,2.66,2.78,0,0
"352692","F","F245","t1","Intro",2051,8,NA,"Fixation",550,2.64,2.68,0,0
"352693","F","F245","t1","Intro",2068,8,NA,"Fixation",550,2.57,2.75,0,0
"352694","F","F245","t1","Intro",2084,8,NA,"Fixation",550,2.62,2.69,0,0
"352695","F","F245","t1","Intro",2101,NA,8,"Saccade",33,2.58,2.74,0,0
"352696","F","F245","t1","Intro",2118,NA,8,"Saccade",33,2.59,2.74,0,0
"352697","F","F245","t1","Intro",2134,9,NA,"Fixation",133,2.59,2.73,0,0
"352698","F","F245","t1","Intro",2151,9,NA,"Fixation",133,2.58,2.78,0,0
"352699","F","F245","t1","Intro",2168,9,NA,"Fixation",133,2.56,2.72,0,0
"352700","F","F245","t1","Intro",2184,9,NA,"Fixation",133,2.52,2.69,0,0
"352701","F","F245","t1","Intro",2201,9,NA,"Fixation",133,2.57,2.73,0,0
"352702","F","F245","t1","Intro",2217,9,NA,"Fixation",133,2.59,2.71,0,0
"352703","F","F245","t1","Intro",2234,9,NA,"Fixation",133,2.56,2.69,0,0
"352704","F","F245","t1","Intro",2251,9,NA,"Fixation",133,2.57,2.67,0,0
"352705","F","F245","t1","Intro",2267,NA,9,"Saccade",17,2.52,2.71,0,0
"352706","F","F245","t1","Intro",2284,10,NA,"Fixation",117,2.56,2.72,0,0
"352707","F","F245","t1","Intro",2301,10,NA,"Fixation",117,2.52,2.72,0,0
"352708","F","F245","t1","Intro",2317,10,NA,"Fixation",117,2.61,2.76,0,0
"352709","F","F245","t1","Intro",2334,10,NA,"Fixation",117,2.59,2.74,0,0
"352710","F","F245","t1","Intro",2351,10,NA,"Fixation",117,2.6,2.74,0,0
"352711","F","F245","t1","Intro",2367,10,NA,"Fixation",117,2.55,2.71,0,0
"352712","F","F245","t1","Intro",2384,10,NA,"Fixation",117,2.57,2.76,0,0
"352713","F","F245","t1","Intro",2401,NA,10,"Saccade",50,2.62,2.71,0,0
"352714","F","F245","t1","Intro",2417,NA,10,"Saccade",50,2.56,2.73,0,0
"352715","F","F245","t1","Intro",2434,NA,10,"Saccade",50,2.54,2.72,0,0
"352716","F","F245","t1","Intro",2451,11,NA,"Fixation",283,2.57,2.72,0,0
"352717","F","F245","t1","Intro",2467,11,NA,"Fixation",283,2.58,2.76,0,0
"352718","F","F245","t1","Intro",2484,11,NA,"Fixation",283,2.58,2.71,0,0
"352719","F","F245","t1","Intro",2501,11,NA,"Fixation",283,2.51,2.73,0,0
"352720","F","F245","t1","Intro",2517,11,NA,"Fixation",283,2.58,2.8,0,0
"352721","F","F245","t1","Intro",2534,11,NA,"Fixation",283,2.57,2.77,0,0
"352722","F","F245","t1","Intro",2551,11,NA,"Fixation",283,2.63,2.72,0,0
"352723","F","F245","t1","Intro",2567,11,NA,"Fixation",283,2.6,2.72,0,0
"352724","F","F245","t1","Intro",2584,11,NA,"Fixation",283,2.57,2.78,0,0
"352725","F","F245","t1","Intro",2601,11,NA,"Fixation",283,2.56,2.75,0,0
"352726","F","F245","t1","Intro",2617,11,NA,"Fixation",283,2.57,2.75,0,0
"352727","F","F245","t1","Intro",2634,11,NA,"Fixation",283,2.61,2.75,0,0
"352728","F","F245","t1","Intro",2651,11,NA,"Fixation",283,2.52,2.81,0,0
"352729","F","F245","t1","Intro",2668,11,NA,"Fixation",283,2.51,2.66,0,0
"352730","F","F245","t1","Intro",2684,11,NA,"Fixation",283,2.57,2.79,0,0
"352731","F","F245","t1","Intro",2701,11,NA,"Fixation",283,2.64,2.76,0,0
"352732","F","F245","t1","Intro",2718,11,NA,"Fixation",283,2.59,2.73,0,0
"352733","F","F245","t1","Intro",2734,NA,11,"Saccade",50,2.62,2.75,0,0
"352734","F","F245","t1","Intro",2751,NA,11,"Saccade",50,2.57,2.71,0,0
"352735","F","F245","t1","Intro",2768,NA,11,"Saccade",50,2.57,2.71,0,0
"352736","F","F245","t1","Intro",2784,12,NA,"Fixation",117,2.56,2.7,0,0
"352737","F","F245","t1","Intro",2801,12,NA,"Fixation",117,2.61,2.78,0,0
"352738","F","F245","t1","Intro",2818,12,NA,"Fixation",117,2.59,2.73,0,0
"352739","F","F245","t1","Intro",2834,12,NA,"Fixation",117,2.54,2.69,0,0
"352740","F","F245","t1","Intro",2851,12,NA,"Fixation",117,2.53,2.66,0,0
"352741","F","F245","t1","Intro",2868,12,NA,"Fixation",117,2.52,2.71,0,0
"352742","F","F245","t1","Intro",2884,12,NA,"Fixation",117,2.54,2.66,0,0
"352743","F","F245","t1","Intro",2901,NA,12,"Saccade",50,2.49,2.72,0,0
"352744","F","F245","t1","Intro",2918,NA,12,"Saccade",50,2.54,2.69,0,0
"352745","F","F245","t1","Intro",2934,NA,12,"Saccade",50,2.56,2.68,0,0
"352746","F","F245","t1","Intro",2951,13,NA,"Fixation",83,2.56,2.68,0,0
"352747","F","F245","t1","Intro",2968,13,NA,"Fixation",83,2.53,2.73,0,0
"352748","F","F245","t1","Intro",2984,13,NA,"Fixation",83,2.56,2.67,0,0
"352749","F","F245","t1","Intro",3001,13,NA,"Fixation",83,2.54,2.68,0,0
"352750","F","F245","t1","Intro",3017,13,NA,"Fixation",83,2.54,2.73,0,0
"352751","F","F245","t1","Intro",3034,NA,13,"Saccade",33,2.52,2.68,0,0
"352752","F","F245","t1","Intro",3051,NA,13,"Saccade",33,2.49,2.77,0,0
"352753","F","F245","t1","Intro",3067,14,NA,"Fixation",217,2.52,2.66,0,0
"352754","F","F245","t1","Intro",3084,14,NA,"Fixation",217,2.51,2.67,0,0
"352755","F","F245","t1","Intro",3101,14,NA,"Fixation",217,2.5,2.69,0,0
"352756","F","F245","t1","Intro",3117,14,NA,"Fixation",217,2.55,2.63,0,0
"352757","F","F245","t1","Intro",3134,14,NA,"Fixation",217,2.53,2.66,0,0
"352758","F","F245","t1","Intro",3151,14,NA,"Fixation",217,2.49,2.68,0,0
"352759","F","F245","t1","Intro",3167,14,NA,"Fixation",217,2.47,2.62,0,0
"352760","F","F245","t1","Intro",3184,14,NA,"Fixation",217,2.55,2.72,0,0
"352761","F","F245","t1","Intro",3201,14,NA,"Fixation",217,2.53,2.67,0,0
"352762","F","F245","t1","Intro",3217,14,NA,"Fixation",217,2.54,2.66,0,0
"352763","F","F245","t1","Intro",3234,14,NA,"Fixation",217,2.49,2.71,0,0
"352764","F","F245","t1","Intro",3251,14,NA,"Fixation",217,2.52,2.67,0,0
"352765","F","F245","t1","Intro",3267,14,NA,"Fixation",217,2.51,2.74,0,0
"352766","F","F245","t1","Intro",3284,NA,14,"Saccade",33,2.53,2.68,0,0
"352767","F","F245","t1","Intro",3301,NA,14,"Saccade",33,2.53,2.68,0,0
"352768","F","F245","t1","Intro",3317,15,NA,"Fixation",183,2.54,2.7,0,0
"352769","F","F245","t1","Intro",3334,15,NA,"Fixation",183,2.52,2.7,0,0
"352770","F","F245","t1","Intro",3351,15,NA,"Fixation",183,2.51,2.74,0,0
"352771","F","F245","t1","Intro",3368,15,NA,"Fixation",183,2.56,2.69,0,0
"352772","F","F245","t1","Intro",3384,15,NA,"Fixation",183,2.52,2.68,0,0
"352773","F","F245","t1","Intro",3401,15,NA,"Fixation",183,2.54,2.68,0,0
"352774","F","F245","t1","Intro",3418,15,NA,"Fixation",183,2.49,2.72,0,0
"352775","F","F245","t1","Intro",3434,15,NA,"Fixation",183,2.52,2.74,0,0
"352776","F","F245","t1","Intro",3451,15,NA,"Fixation",183,2.53,2.66,0,0
"352777","F","F245","t1","Intro",3467,15,NA,"Fixation",183,2.54,2.68,0,0
"352778","F","F245","t1","Intro",3484,15,NA,"Fixation",183,2.51,2.63,0,0
"352779","F","F245","t1","Intro",3501,NA,15,"Saccade",17,2.52,2.67,0,0
"352780","F","F245","t1","Intro",3517,NA,NA,"Unclassified",50,2.55,2.62,0,0
"352781","F","F245","t1","Intro",3534,NA,NA,"Unclassified",50,2.52,2.71,0,0
"352782","F","F245","t1","Intro",3551,NA,NA,"Unclassified",50,2.47,2.65,0,0
"352783","F","F245","t1","Intro",3567,NA,16,"Saccade",33,2.5,2.63,0,0
"352784","F","F245","t1","Intro",3584,NA,16,"Saccade",33,2.59,2.6,0,0
"352785","F","F245","t1","Intro",3601,NA,NA,"Unclassified",17,2.59,2.61,0,0
"352786","F","F245","t1","Intro",3617,NA,17,"Saccade",67,2.55,2.6,0,0
"352787","F","F245","t1","Intro",3634,NA,17,"Saccade",67,2.56,2.69,0,0
"352788","F","F245","t1","Intro",3651,NA,17,"Saccade",67,2.55,2.65,0,0
"352789","F","F245","t1","Intro",3668,NA,17,"Saccade",67,2.51,2.66,0,0
"352790","F","F245","t1","Intro",3684,16,NA,"Fixation",67,2.55,2.68,0,0
"352791","F","F245","t1","Intro",3701,16,NA,"Fixation",67,2.55,2.65,0,0
"352792","F","F245","t1","Intro",3717,16,NA,"Fixation",67,2.56,2.63,0,0
"352793","F","F245","t1","Intro",3734,16,NA,"Fixation",67,2.59,2.71,0,0
"352794","F","F245","t1","Intro",3751,NA,18,"Saccade",50,2.55,2.62,0,0
"352795","F","F245","t1","Intro",3767,NA,18,"Saccade",50,2.49,2.62,0,0
"352796","F","F245","t1","Intro",3784,NA,18,"Saccade",50,2.51,2.58,0,0
"352797","F","F245","t1","Intro",3801,17,NA,"Fixation",316,2.52,2.68,0,0
"352798","F","F245","t1","Intro",3817,17,NA,"Fixation",316,2.53,2.63,0,0
"352799","F","F245","t1","Intro",3834,17,NA,"Fixation",316,2.5,2.61,0,0
"352800","F","F245","t1","Intro",3851,17,NA,"Fixation",316,2.51,2.61,0,0
"352801","F","F245","t1","Intro",3867,17,NA,"Fixation",316,2.51,2.66,0,0
"352802","F","F245","t1","Intro",3884,17,NA,"Fixation",316,2.57,2.66,0,0
"352803","F","F245","t1","Intro",3901,17,NA,"Fixation",316,2.55,2.65,0,0
"352804","F","F245","t1","Intro",3918,17,NA,"Fixation",316,2.49,2.55,0,0
"352805","F","F245","t1","Intro",3934,17,NA,"Fixation",316,2.53,2.56,0,0
"352806","F","F245","t1","Intro",3951,17,NA,"Fixation",316,2.51,2.59,0,0
"352807","F","F245","t1","Intro",3968,17,NA,"Fixation",316,2.47,2.54,0,0
"352808","F","F245","t1","Intro",3984,17,NA,"Fixation",316,2.5,2.58,0,0
"352809","F","F245","t1","Intro",4001,17,NA,"Fixation",316,2.52,2.58,0,0
"352810","F","F245","t1","Intro",4017,17,NA,"Fixation",316,2.41,2.62,0,0
"352811","F","F245","t1","Intro",4034,17,NA,"Fixation",316,2.49,2.57,0,0
"352812","F","F245","t1","Intro",4051,17,NA,"Fixation",316,2.46,2.63,0,0
"352813","F","F245","t1","Intro",4067,17,NA,"Fixation",316,2.46,2.54,0,0
"352814","F","F245","t1","Intro",4084,17,NA,"Fixation",316,2.45,2.58,0,0
"352815","F","F245","t1","Intro",4101,17,NA,"Fixation",316,2.44,2.59,0,0
"352816","F","F245","t1","Intro",4117,NA,19,"Saccade",67,2.39,2.62,0,0
"352817","F","F245","t1","Intro",4134,NA,19,"Saccade",67,2.42,2.45,0,0
"352818","F","F245","t1","Intro",4151,NA,19,"Saccade",67,2.38,2.51,0,0
"352819","F","F245","t1","Intro",4167,NA,19,"Saccade",67,2.41,2.43,0,0
"352820","F","F245","t1","Intro",4184,18,NA,"Fixation",133,2.39,2.54,0,0
"352821","F","F245","t1","Intro",4201,18,NA,"Fixation",133,2.39,2.51,0,0
"352822","F","F245","t1","Intro",4217,18,NA,"Fixation",133,2.39,2.49,0,0
"352823","F","F245","t1","Intro",4234,18,NA,"Fixation",133,2.37,2.56,0,0
"352824","F","F245","t1","Intro",4251,18,NA,"Fixation",133,2.38,2.5,0,0
"352825","F","F245","t1","Intro",4267,18,NA,"Fixation",133,2.36,2.57,0,0
"352826","F","F245","t1","Intro",4284,18,NA,"Fixation",133,2.38,2.56,0,0
"352827","F","F245","t1","Intro",4301,18,NA,"Fixation",133,2.42,2.48,0,0
"352828","F","F245","t1","Intro",4317,NA,20,"Saccade",50,2.46,2.55,0,0
"352829","F","F245","t1","Intro",4334,NA,20,"Saccade",50,2.37,2.5,0,0
"352830","F","F245","t1","Intro",4351,NA,20,"Saccade",50,2.43,2.48,0,0
"352831","F","F245","t1","Intro",4367,19,NA,"Fixation",466,2.41,2.52,0,0
"352832","F","F245","t1","Intro",4384,19,NA,"Fixation",466,2.41,2.52,0,0
"352833","F","F245","t1","Intro",4401,19,NA,"Fixation",466,2.4,2.54,0,0
"352834","F","F245","t1","Intro",4417,19,NA,"Fixation",466,2.41,2.54,0,0
"352835","F","F245","t1","Intro",4434,19,NA,"Fixation",466,2.43,2.58,0,0
"352836","F","F245","t1","Intro",4451,19,NA,"Fixation",466,2.38,2.55,0,0
"352837","F","F245","t1","Intro",4467,19,NA,"Fixation",466,2.43,2.54,0,0
"352838","F","F245","t1","Intro",4484,19,NA,"Fixation",466,2.4,2.56,0,0
"352839","F","F245","t1","Intro",4500,19,NA,"Fixation",466,2.45,2.62,0,0
"352840","F","F245","t1","Intro",4517,19,NA,"Fixation",466,2.53,2.61,0,0
"352841","F","F245","t1","Intro",4533,19,NA,"Fixation",466,2.47,2.63,0,0
"352842","F","F245","t1","Intro",4550,19,NA,"Fixation",466,2.47,2.63,0,0
"352843","F","F245","t1","Intro",4567,19,NA,"Fixation",466,2.48,2.6,0,0
"352844","F","F245","t1","Intro",4583,19,NA,"Fixation",466,2.48,2.62,0,0
"352845","F","F245","t1","Intro",4600,19,NA,"Fixation",466,2.48,2.59,0,0
"352846","F","F245","t1","Intro",4617,19,NA,"Fixation",466,2.53,2.58,0,0
"352847","F","F245","t1","Intro",4633,19,NA,"Fixation",466,2.51,2.61,0,0
"352848","F","F245","t1","Intro",4650,19,NA,"Fixation",466,2.51,2.62,0,0
"352849","F","F245","t1","Intro",4667,19,NA,"Fixation",466,2.5,2.67,0,0
"352850","F","F245","t1","Intro",4683,19,NA,"Fixation",466,2.47,2.67,0,0
"352851","F","F245","t1","Intro",4700,19,NA,"Fixation",466,2.49,2.67,0,0
"352852","F","F245","t1","Intro",4717,19,NA,"Fixation",466,2.47,2.61,0,0
"352853","F","F245","t1","Intro",4733,19,NA,"Fixation",466,2.5,2.62,0,0
"352854","F","F245","t1","Intro",4750,19,NA,"Fixation",466,2.39,2.62,0,0
"352855","F","F245","t1","Intro",4767,19,NA,"Fixation",466,2.45,2.6,0,0
"352856","F","F245","t1","Intro",4783,19,NA,"Fixation",466,2.43,2.62,0,0
"352857","F","F245","t1","Intro",4800,19,NA,"Fixation",466,2.45,2.6,0,0
"352858","F","F245","t1","Intro",4817,19,NA,"Fixation",466,2.49,2.55,0,0
"352859","F","F245","t1","Intro",4833,NA,21,"Saccade",83,2.4,2.56,0,0
"352860","F","F245","t1","Intro",4850,NA,21,"Saccade",83,2.48,2.54,0,0
"352861","F","F245","t1","Intro",4867,NA,21,"Saccade",83,2.37,2.47,0,0
"352862","F","F245","t1","Intro",4883,NA,21,"Saccade",83,2.41,2.51,0,0
"352863","F","F245","t1","Intro",4900,NA,21,"Saccade",83,2.34,2.54,0,0
"352864","F","F245","t1","Intro",4917,20,NA,"Fixation",167,2.39,2.49,0,0
"352865","F","F245","t1","Intro",4933,20,NA,"Fixation",167,2.31,2.51,0,0
"352866","F","F245","t1","Intro",4950,20,NA,"Fixation",167,2.31,2.48,0,0
"352867","F","F245","t1","Intro",4967,20,NA,"Fixation",167,2.24,2.49,0,0
"352868","F","F245","t1","Intro",4983,20,NA,"Fixation",167,2.32,2.42,0,0
"352869","F","F245","t1","Intro",5000,20,NA,"Fixation",167,2.26,2.48,0,0
"352870","F","F245","t1","Intro",5017,20,NA,"Fixation",167,2.32,2.44,0,0
"352871","F","F245","t1","Intro",5034,20,NA,"Fixation",167,2.36,2.46,0,0
"353174","F","F252","t1","Intro",0,1,NA,"Fixation",517,2.37,2.52,0,0
"353175","F","F252","t1","Intro",16,1,NA,"Fixation",517,2.43,2.5,0,0
"353176","F","F252","t1","Intro",33,1,NA,"Fixation",517,2.41,2.6,0,0
"353177","F","F252","t1","Intro",50,1,NA,"Fixation",517,2.46,2.57,0,0
"353178","F","F252","t1","Intro",66,1,NA,"Fixation",517,2.6,2.53,0,0
"353179","F","F252","t1","Intro",83,1,NA,"Fixation",517,NA,2.51,4,0
"353180","F","F252","t1","Intro",100,1,NA,"Fixation",517,2.44,2.58,0,0
"353181","F","F252","t1","Intro",116,1,NA,"Fixation",517,2.48,2.45,0,0
"353182","F","F252","t1","Intro",133,1,NA,"Fixation",517,NA,2.62,4,0
"353183","F","F252","t1","Intro",150,1,NA,"Fixation",517,2.4,2.58,0,0
"353184","F","F252","t1","Intro",166,1,NA,"Fixation",517,2.47,2.48,0,0
"353185","F","F252","t1","Intro",183,NA,1,"Saccade",67,2.47,2.42,0,0
"353186","F","F252","t1","Intro",200,NA,1,"Saccade",67,2.41,2.58,0,0
"353187","F","F252","t1","Intro",216,NA,1,"Saccade",67,2.5,2.64,0,0
"353188","F","F252","t1","Intro",233,NA,1,"Saccade",67,2.49,2.53,0,0
